raw_transaction_string,category_label
CARD PURCHASE GROCERY,Groceries
CARD PURCHASE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
EFT AMAZON.COM ID:GEWT57297732507583,Shopping
VISA POS STARBUCKS T:071098,Coffee/Dining
EFT TRADER JOES,Groceries
TRANSFER,Transfer/Income
POS SALE WHOLE FOODS LOC:EAST1661,Groceries
VISA POS WHOLE FOODS T:071098,Groceries
VISA POS TRADER JOES,Groceries
VISA POS SUSHI LOC:EAST1661,Coffee/Dining
POS SALE PIZZA,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS 836,Groceries
POS SALE STARBUCKS,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
POS SALE MARKET LOC:EAST1661,Groceries
CARD PURCHASE TOLL ID:GEWT57297732507583,Transport
CARD PURCHASE MARKET,Groceries
DEBIT PURCHASE PIZZA,Coffee/Dining
CARD PURCHASE APPLE STORE,Shopping
EFT LYFT LOC:EAST1661,Transport
POS SALE UBER TRIP,Transport
POS SALE RALPHS,Groceries
TRANSFER LOC:EAST1661,Transfer/Income
POS SALE TRADER JOES 836,Groceries
EFT GYM MEMBERSHIP T:071098,Health/Fitness
POS SALE TRADER JOES ID:GEWT57297732507583,Groceries
DEBIT PURCHASE STARBUCKS,Coffee/Dining
VISA POS MARKET,Groceries
AEP ID:GEWT57297732507583,Utilities
CARD PURCHASE APPLE STORE LOC:EAST1661,Shopping
CARD PURCHASE RALPHS,Groceries
EFT BEST BUY,Shopping
VISA POS TRADER JOES 836,Groceries
CARD PURCHASE TARGET 836,Shopping
POS SALE PUMP,Fuel/Gas
POS SALE DOCTOR,Health/Fitness
SALARY,Transfer/Income
EFT GROCERY,Groceries
POS SALE CAFE ID:GEWT57297732507583,Coffee/Dining
EFT SUSHI,Coffee/Dining
DEBIT PURCHASE APPLE STORE,Shopping
AEP 836,Utilities
POS SALE MARKET,Groceries
VISA POS AMAZON.COM,Shopping
SALARY,Transfer/Income
POS SALE METRO RAIL,Transport
POS SALE PIZZA LOC:EAST1661,Coffee/Dining
POS SALE SUSHI ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE MARKET 836,Groceries
DEBIT PURCHASE RALPHS,Groceries
EFT CAFE,Coffee/Dining
VISA POS PHARMACY 836,Health/Fitness
VISA POS MCDONALDS 836,Coffee/Dining
EFT CHEVRON T:071098,Fuel/Gas
DEBIT PURCHASE RETAIL,Shopping
POS SALE TRADER JOES,Groceries
CARD PURCHASE PIZZA,Coffee/Dining
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE AMAZON.COM,Shopping
CARD PURCHASE EXXON,Fuel/Gas
ELEC BILL,Utilities
DEBIT PURCHASE TOLL,Transport
DEBIT PURCHASE GYM MEMBERSHIP LOC:EAST1661,Health/Fitness
CARD PURCHASE MARKET 836,Groceries
POS SALE CAFE,Coffee/Dining
DEBIT PURCHASE MARKET ID:GEWT57297732507583,Groceries
EFT UBER TRIP,Transport
POS SALE SUSHI ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE LYFT,Transport
DEBIT PURCHASE APPLE STORE,Shopping
PAYROLL 836,Transfer/Income
EFT EXXON,Fuel/Gas
EFT APPLE STORE,Shopping
VISA POS DOCTOR T:071098,Health/Fitness
CARD PURCHASE PHARMACY,Health/Fitness
VENMO CASH IN,Transfer/Income
POS SALE UBER TRIP 836,Transport
DEBIT PURCHASE GROCERY,Groceries
CARD PURCHASE CAFE 836,Coffee/Dining
DEBIT PURCHASE UBER TRIP,Transport
VISA POS LYFT 836,Transport
POS SALE RETAIL,Shopping
DEBIT PURCHASE TRADER JOES,Groceries
EFT APPLE STORE 836,Shopping
EFT PIZZA,Coffee/Dining
DEBIT PURCHASE RETAIL,Shopping
VISA POS RESTAURANT ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE SUSHI,Coffee/Dining
CARD PURCHASE RALPHS,Groceries
VENMO CASH IN,Transfer/Income
VISA POS BEST BUY,Shopping
EFT PIZZA,Coffee/Dining
DEBIT PURCHASE PIZZA 836,Coffee/Dining
DEBIT PURCHASE GROCERY,Groceries
EFT TRADER JOES,Groceries
PAYROLL T:071098,Transfer/Income
VISA POS GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE WHOLE FOODS,Groceries
VISA POS TARGET,Shopping
EFT SHELL GAS,Fuel/Gas
VISA POS MARKET T:071098,Groceries
DEBIT PURCHASE STARBUCKS,Coffee/Dining
POS SALE STARBUCKS,Coffee/Dining
POS SALE SUSHI,Coffee/Dining
POS SALE AMAZON.COM ID:GEWT57297732507583,Shopping
EFT PIZZA T:071098,Coffee/Dining
VISA POS WHOLE FOODS,Groceries
VISA POS WHOLE FOODS,Groceries
CABLE 836,Utilities
CARD PURCHASE AMAZON.COM,Shopping
EFT MARKET ID:GEWT57297732507583,Groceries
DEBIT PURCHASE STARBUCKS ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE AMAZON.COM,Shopping
POS SALE WHOLE FOODS ID:GEWT57297732507583,Groceries
TRANSFER LOC:EAST1661,Transfer/Income
POS SALE STARBUCKS 836,Coffee/Dining
CARD PURCHASE STARBUCKS T:071098,Coffee/Dining
WATER SERVICE,Utilities
VISA POS PHARMACY,Health/Fitness
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE AMAZON.COM,Shopping
POS SALE CAFE T:071098,Coffee/Dining
EFT AMAZON.COM 836,Shopping
DEBIT PURCHASE MCDONALDS 836,Coffee/Dining
TRANSFER T:071098,Transfer/Income
CARD PURCHASE RALPHS,Groceries
CARD PURCHASE GROCERY LOC:EAST1661,Groceries
EFT BEST BUY,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
DEBIT PURCHASE BEST BUY LOC:EAST1661,Shopping
VISA POS GROCERY LOC:EAST1661,Groceries
DEBIT PURCHASE APPLE STORE LOC:EAST1661,Shopping
CARD PURCHASE PIZZA,Coffee/Dining
POS SALE CAFE,Coffee/Dining
POS SALE PHARMACY,Health/Fitness
VENMO CASH IN LOC:EAST1661,Transfer/Income
DEBIT PURCHASE SHELL GAS,Fuel/Gas
POS SALE PIZZA 836,Coffee/Dining
DEBIT PURCHASE RETAIL T:071098,Shopping
POS SALE SUSHI,Coffee/Dining
VISA POS UBER TRIP ID:GEWT57297732507583,Transport
ELEC BILL,Utilities
CABLE,Utilities
VISA POS WHOLE FOODS 836,Groceries
DEBIT PURCHASE RALPHS,Groceries
DEBIT PURCHASE PUMP,Fuel/Gas
VISA POS RESTAURANT LOC:EAST1661,Coffee/Dining
PAYROLL,Transfer/Income
CARD PURCHASE MARKET LOC:EAST1661,Groceries
EFT GAS STATION LOC:EAST1661,Fuel/Gas
DEBIT PURCHASE GROCERY,Groceries
VENMO CASH IN,Transfer/Income
CARD PURCHASE APPLE STORE,Shopping
POS SALE LYFT 836,Transport
COMCAST,Utilities
CARD PURCHASE DOCTOR ID:GEWT57297732507583,Health/Fitness
POS SALE GROCERY 836,Groceries
CARD PURCHASE TARGET LOC:EAST1661,Shopping
CARD PURCHASE TARGET,Shopping
POS SALE DOCTOR LOC:EAST1661,Health/Fitness
VISA POS PIZZA LOC:EAST1661,Coffee/Dining
CARD PURCHASE STARBUCKS,Coffee/Dining
CARD PURCHASE LYFT,Transport
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE GROCERY,Groceries
CARD PURCHASE GROCERY LOC:EAST1661,Groceries
VISA POS TRADER JOES,Groceries
POS SALE RETAIL LOC:EAST1661,Shopping
DEBIT PURCHASE RETAIL,Shopping
VISA POS STARBUCKS 836,Coffee/Dining
PAYROLL,Transfer/Income
CARD PURCHASE EXXON,Fuel/Gas
EFT TRADER JOES,Groceries
PAYROLL,Transfer/Income
EFT CAFE,Coffee/Dining
POS SALE RALPHS,Groceries
CARD PURCHASE MCDONALDS LOC:EAST1661,Coffee/Dining
EFT AMAZON.COM,Shopping
TRANSFER,Transfer/Income
EFT STARBUCKS LOC:EAST1661,Coffee/Dining
EFT EXXON,Fuel/Gas
EFT RETAIL T:071098,Shopping
POS SALE BEST BUY,Shopping
CABLE T:071098,Utilities
CARD PURCHASE GAS STATION T:071098,Fuel/Gas
WATER SERVICE,Utilities
POS SALE STARBUCKS,Coffee/Dining
VISA POS RESTAURANT,Coffee/Dining
VISA POS RETAIL,Shopping
CARD PURCHASE MARKET,Groceries
CABLE ID:GEWT57297732507583,Utilities
EFT CHEVRON,Fuel/Gas
CARD PURCHASE AMAZON.COM,Shopping
VISA POS GROCERY,Groceries
POS SALE WHOLE FOODS,Groceries
CARD PURCHASE GROCERY,Groceries
DEBIT PURCHASE STARBUCKS 836,Coffee/Dining
POS SALE TARGET ID:GEWT57297732507583,Shopping
POS SALE STARBUCKS ID:GEWT57297732507583,Coffee/Dining
SALARY 836,Transfer/Income
EFT RETAIL,Shopping
DEBIT PURCHASE APPLE STORE T:071098,Shopping
CARD PURCHASE RALPHS 836,Groceries
DEBIT PURCHASE WHOLE FOODS T:071098,Groceries
DEBIT PURCHASE WHOLE FOODS,Groceries
COMCAST T:071098,Utilities
EFT WHOLE FOODS 836,Groceries
DEBIT PURCHASE SUSHI,Coffee/Dining
VISA POS MCDONALDS LOC:EAST1661,Coffee/Dining
PAYROLL T:071098,Transfer/Income
VENMO CASH IN,Transfer/Income
EFT APPLE STORE,Shopping
SALARY,Transfer/Income
TRANSFER,Transfer/Income
EFT CHEVRON,Fuel/Gas
EFT TARGET,Shopping
CARD PURCHASE PIZZA,Coffee/Dining
TRANSFER ID:GEWT57297732507583,Transfer/Income
VISA POS CAFE,Coffee/Dining
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
EFT BEST BUY,Shopping
POS SALE RALPHS T:071098,Groceries
VISA POS RESTAURANT 836,Coffee/Dining
CARD PURCHASE SUSHI,Coffee/Dining
EFT MCDONALDS 836,Coffee/Dining
EFT TARGET ID:GEWT57297732507583,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
EFT TRADER JOES,Groceries
WATER SERVICE,Utilities
DEBIT PURCHASE DOCTOR,Health/Fitness
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE LYFT,Transport
DEBIT PURCHASE TRADER JOES T:071098,Groceries
SALARY,Transfer/Income
CARD PURCHASE TRADER JOES,Groceries
VISA POS AMAZON.COM T:071098,Shopping
VISA POS EXXON,Fuel/Gas
POS SALE STARBUCKS,Coffee/Dining
EFT PIZZA T:071098,Coffee/Dining
VISA POS TRADER JOES,Groceries
VISA POS UBER TRIP,Transport
CARD PURCHASE MCDONALDS,Coffee/Dining
POS SALE TARGET LOC:EAST1661,Shopping
CARD PURCHASE MCDONALDS,Coffee/Dining
POS SALE RALPHS,Groceries
VISA POS RALPHS,Groceries
EFT RALPHS,Groceries
CARD PURCHASE RALPHS,Groceries
EFT GROCERY T:071098,Groceries
EFT DOCTOR T:071098,Health/Fitness
VISA POS RALPHS ID:GEWT57297732507583,Groceries
DEBIT PURCHASE GROCERY,Groceries
POS SALE SHELL GAS ID:GEWT57297732507583,Fuel/Gas
PAYROLL,Transfer/Income
DEBIT PURCHASE APPLE STORE,Shopping
CARD PURCHASE STARBUCKS,Coffee/Dining
POS SALE PIZZA,Coffee/Dining
VISA POS EXXON T:071098,Fuel/Gas
CARD PURCHASE GROCERY ID:GEWT57297732507583,Groceries
VISA POS WHOLE FOODS,Groceries
SALARY,Transfer/Income
POS SALE RESTAURANT,Coffee/Dining
VENMO CASH IN,Transfer/Income
VISA POS TRADER JOES 836,Groceries
EFT RALPHS T:071098,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
DEBIT PURCHASE PHARMACY,Health/Fitness
VISA POS CAFE T:071098,Coffee/Dining
PAYROLL 836,Transfer/Income
VISA POS RESTAURANT 836,Coffee/Dining
CARD PURCHASE MARKET 836,Groceries
POS SALE CHEVRON,Fuel/Gas
CARD PURCHASE MCDONALDS,Coffee/Dining
CARD PURCHASE APPLE STORE,Shopping
DEBIT PURCHASE METRO RAIL,Transport
CARD PURCHASE GROCERY,Groceries
VISA POS TRADER JOES LOC:EAST1661,Groceries
CARD PURCHASE STARBUCKS LOC:EAST1661,Coffee/Dining
CARD PURCHASE SHELL GAS LOC:EAST1661,Fuel/Gas
VISA POS STARBUCKS,Coffee/Dining
EFT CHEVRON T:071098,Fuel/Gas
TRANSFER,Transfer/Income
VISA POS TARGET,Shopping
POS SALE PUMP,Fuel/Gas
EFT CHEVRON,Fuel/Gas
VISA POS MCDONALDS,Coffee/Dining
DEBIT PURCHASE MARKET LOC:EAST1661,Groceries
VISA POS RETAIL,Shopping
POS SALE APPLE STORE,Shopping
EFT PIZZA,Coffee/Dining
SALARY,Transfer/Income
POS SALE TRADER JOES ID:GEWT57297732507583,Groceries
DEBIT PURCHASE CHEVRON,Fuel/Gas
EFT MARKET,Groceries
DEBIT PURCHASE GROCERY ID:GEWT57297732507583,Groceries
VISA POS GROCERY ID:GEWT57297732507583,Groceries
EFT PIZZA ID:GEWT57297732507583,Coffee/Dining
SALARY,Transfer/Income
SALARY,Transfer/Income
POS SALE RETAIL,Shopping
CARD PURCHASE PUMP T:071098,Fuel/Gas
CARD PURCHASE CHEVRON 836,Fuel/Gas
EFT GAS STATION,Fuel/Gas
WATER SERVICE ID:GEWT57297732507583,Utilities
CARD PURCHASE MARKET,Groceries
TRANSFER ID:GEWT57297732507583,Transfer/Income
VISA POS GROCERY ID:GEWT57297732507583,Groceries
VISA POS PIZZA,Coffee/Dining
VISA POS MCDONALDS T:071098,Coffee/Dining
COMCAST LOC:EAST1661,Utilities
POS SALE RESTAURANT,Coffee/Dining
VISA POS MARKET,Groceries
CARD PURCHASE PHARMACY LOC:EAST1661,Health/Fitness
EFT RALPHS,Groceries
EFT PIZZA,Coffee/Dining
EFT WHOLE FOODS,Groceries
PAYROLL,Transfer/Income
DEBIT PURCHASE PUMP ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE AMAZON.COM,Shopping
DEBIT PURCHASE TRADER JOES LOC:EAST1661,Groceries
VISA POS CAFE,Coffee/Dining
DEBIT PURCHASE MARKET,Groceries
VISA POS APPLE STORE,Shopping
CARD PURCHASE CAFE,Coffee/Dining
COMCAST ID:GEWT57297732507583,Utilities
CARD PURCHASE WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
POS SALE RESTAURANT,Coffee/Dining
VISA POS TARGET,Shopping
DEBIT PURCHASE SHELL GAS,Fuel/Gas
CARD PURCHASE MARKET,Groceries
POS SALE PUMP,Fuel/Gas
SALARY ID:GEWT57297732507583,Transfer/Income
VISA POS CHEVRON,Fuel/Gas
DEBIT PURCHASE CAFE,Coffee/Dining
VISA POS APPLE STORE LOC:EAST1661,Shopping
EFT GAS STATION,Fuel/Gas
DEBIT PURCHASE TARGET,Shopping
POS SALE PIZZA,Coffee/Dining
EFT TRADER JOES,Groceries
POS SALE WHOLE FOODS T:071098,Groceries
POS SALE STARBUCKS,Coffee/Dining
SALARY,Transfer/Income
VENMO CASH IN LOC:EAST1661,Transfer/Income
CARD PURCHASE APPLE STORE,Shopping
DEBIT PURCHASE AMAZON.COM 836,Shopping
VISA POS STARBUCKS ID:GEWT57297732507583,Coffee/Dining
VENMO CASH IN LOC:EAST1661,Transfer/Income
VISA POS PUMP T:071098,Fuel/Gas
POS SALE EXXON,Fuel/Gas
VISA POS APPLE STORE 836,Shopping
EFT RETAIL,Shopping
VENMO CASH IN,Transfer/Income
POS SALE APPLE STORE,Shopping
EFT BEST BUY 836,Shopping
EFT RESTAURANT LOC:EAST1661,Coffee/Dining
VISA POS BEST BUY,Shopping
VISA POS TRADER JOES ID:GEWT57297732507583,Groceries
DEBIT PURCHASE EXXON,Fuel/Gas
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
POS SALE UBER TRIP,Transport
CARD PURCHASE RALPHS,Groceries
POS SALE SUSHI,Coffee/Dining
ELEC BILL,Utilities
CARD PURCHASE PIZZA,Coffee/Dining
DEBIT PURCHASE METRO RAIL ID:GEWT57297732507583,Transport
VISA POS METRO RAIL,Transport
DEBIT PURCHASE GROCERY,Groceries
CARD PURCHASE TRADER JOES 836,Groceries
VISA POS SHELL GAS ID:GEWT57297732507583,Fuel/Gas
VISA POS GROCERY,Groceries
DEBIT PURCHASE RALPHS,Groceries
POS SALE TRADER JOES,Groceries
VISA POS TRADER JOES,Groceries
CARD PURCHASE CAFE,Coffee/Dining
CARD PURCHASE GROCERY,Groceries
CARD PURCHASE TARGET,Shopping
CARD PURCHASE BEST BUY 836,Shopping
VISA POS SHELL GAS,Fuel/Gas
CARD PURCHASE MARKET ID:GEWT57297732507583,Groceries
EFT TRADER JOES,Groceries
CARD PURCHASE SHELL GAS T:071098,Fuel/Gas
VISA POS RALPHS,Groceries
POS SALE MARKET,Groceries
CARD PURCHASE SHELL GAS 836,Fuel/Gas
POS SALE SUSHI,Coffee/Dining
VISA POS RALPHS LOC:EAST1661,Groceries
EFT WHOLE FOODS,Groceries
POS SALE SUSHI ID:GEWT57297732507583,Coffee/Dining
VISA POS WHOLE FOODS T:071098,Groceries
POS SALE CAFE,Coffee/Dining
SALARY,Transfer/Income
VISA POS RALPHS,Groceries
POS SALE TARGET,Shopping
VISA POS TARGET,Shopping
CABLE,Utilities
POS SALE MCDONALDS,Coffee/Dining
VISA POS APPLE STORE,Shopping
POS SALE AMAZON.COM,Shopping
POS SALE PHARMACY,Health/Fitness
WATER SERVICE 836,Utilities
CARD PURCHASE CHEVRON,Fuel/Gas
TRANSFER,Transfer/Income
POS SALE MARKET,Groceries
PAYROLL,Transfer/Income
POS SALE RALPHS,Groceries
POS SALE AMAZON.COM,Shopping
WATER SERVICE,Utilities
POS SALE CAFE 836,Coffee/Dining
CARD PURCHASE PHARMACY,Health/Fitness
AEP,Utilities
DEBIT PURCHASE GAS STATION,Fuel/Gas
SALARY T:071098,Transfer/Income
VISA POS AMAZON.COM,Shopping
CARD PURCHASE PHARMACY,Health/Fitness
POS SALE RALPHS ID:GEWT57297732507583,Groceries
VISA POS WHOLE FOODS ID:GEWT57297732507583,Groceries
WATER SERVICE LOC:EAST1661,Utilities
CARD PURCHASE TARGET LOC:EAST1661,Shopping
EFT TRADER JOES,Groceries
VISA POS STARBUCKS 836,Coffee/Dining
EFT GROCERY T:071098,Groceries
POS SALE BEST BUY,Shopping
POS SALE TRADER JOES,Groceries
EFT RESTAURANT,Coffee/Dining
CARD PURCHASE RALPHS ID:GEWT57297732507583,Groceries
VISA POS EXXON,Fuel/Gas
VISA POS GYM MEMBERSHIP LOC:EAST1661,Health/Fitness
EFT MCDONALDS ID:GEWT57297732507583,Coffee/Dining
EFT CHEVRON,Fuel/Gas
CARD PURCHASE RALPHS ID:GEWT57297732507583,Groceries
SALARY,Transfer/Income
VENMO CASH IN LOC:EAST1661,Transfer/Income
POS SALE RESTAURANT 836,Coffee/Dining
CARD PURCHASE CAFE ID:GEWT57297732507583,Coffee/Dining
POS SALE SUSHI,Coffee/Dining
VISA POS AMAZON.COM,Shopping
DEBIT PURCHASE RETAIL T:071098,Shopping
VISA POS PIZZA,Coffee/Dining
SALARY,Transfer/Income
VISA POS TRADER JOES 836,Groceries
POS SALE MCDONALDS T:071098,Coffee/Dining
VISA POS GROCERY LOC:EAST1661,Groceries
SALARY,Transfer/Income
VISA POS APPLE STORE,Shopping
POS SALE GROCERY ID:GEWT57297732507583,Groceries
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
POS SALE GAS STATION 836,Fuel/Gas
POS SALE PUMP 836,Fuel/Gas
DEBIT PURCHASE RESTAURANT,Coffee/Dining
VISA POS METRO RAIL 836,Transport
SALARY,Transfer/Income
POS SALE MARKET,Groceries
POS SALE PUMP LOC:EAST1661,Fuel/Gas
DEBIT PURCHASE TOLL,Transport
VISA POS RESTAURANT ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE GROCERY,Groceries
EFT WHOLE FOODS LOC:EAST1661,Groceries
PAYROLL,Transfer/Income
EFT STARBUCKS T:071098,Coffee/Dining
POS SALE GYM MEMBERSHIP,Health/Fitness
POS SALE BEST BUY,Shopping
VISA POS MARKET,Groceries
POS SALE PHARMACY,Health/Fitness
EFT GROCERY,Groceries
VISA POS STARBUCKS 836,Coffee/Dining
VISA POS CAFE,Coffee/Dining
CARD PURCHASE TRADER JOES,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
POS SALE RETAIL T:071098,Shopping
DEBIT PURCHASE WHOLE FOODS,Groceries
POS SALE GROCERY,Groceries
EFT MCDONALDS,Coffee/Dining
EFT SUSHI,Coffee/Dining
CARD PURCHASE TRADER JOES T:071098,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
DEBIT PURCHASE CAFE,Coffee/Dining
TRANSFER ID:GEWT57297732507583,Transfer/Income
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE SUSHI LOC:EAST1661,Coffee/Dining
POS SALE RALPHS,Groceries
POS SALE SUSHI,Coffee/Dining
DEBIT PURCHASE GAS STATION 836,Fuel/Gas
DEBIT PURCHASE UBER TRIP,Transport
DEBIT PURCHASE METRO RAIL,Transport
PAYROLL,Transfer/Income
DEBIT PURCHASE RESTAURANT ID:GEWT57297732507583,Coffee/Dining
VISA POS MCDONALDS,Coffee/Dining
POS SALE STARBUCKS,Coffee/Dining
POS SALE TRADER JOES 836,Groceries
DEBIT PURCHASE AMAZON.COM,Shopping
DEBIT PURCHASE WHOLE FOODS,Groceries
EFT TARGET LOC:EAST1661,Shopping
EFT RESTAURANT ID:GEWT57297732507583,Coffee/Dining
POS SALE RALPHS,Groceries
DEBIT PURCHASE RALPHS,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
POS SALE GROCERY 836,Groceries
VISA POS GROCERY,Groceries
CARD PURCHASE WHOLE FOODS LOC:EAST1661,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
CARD PURCHASE RALPHS T:071098,Groceries
POS SALE TRADER JOES LOC:EAST1661,Groceries
POS SALE MARKET,Groceries
VENMO CASH IN,Transfer/Income
VISA POS EXXON,Fuel/Gas
DEBIT PURCHASE TARGET T:071098,Shopping
EFT DOCTOR,Health/Fitness
EFT RETAIL,Shopping
EFT PHARMACY LOC:EAST1661,Health/Fitness
DEBIT PURCHASE SHELL GAS,Fuel/Gas
CARD PURCHASE BEST BUY,Shopping
CARD PURCHASE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
POS SALE WHOLE FOODS 836,Groceries
DEBIT PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
VISA POS CAFE LOC:EAST1661,Coffee/Dining
EFT TRADER JOES LOC:EAST1661,Groceries
DEBIT PURCHASE MARKET,Groceries
EFT CAFE,Coffee/Dining
DEBIT PURCHASE GROCERY 836,Groceries
CARD PURCHASE LYFT LOC:EAST1661,Transport
EFT WHOLE FOODS,Groceries
TRANSFER,Transfer/Income
PAYROLL,Transfer/Income
POS SALE TOLL,Transport
VISA POS RESTAURANT,Coffee/Dining
VISA POS RESTAURANT T:071098,Coffee/Dining
CARD PURCHASE AMAZON.COM,Shopping
CARD PURCHASE PIZZA T:071098,Coffee/Dining
VISA POS METRO RAIL,Transport
EFT TOLL,Transport
VENMO CASH IN T:071098,Transfer/Income
CARD PURCHASE AMAZON.COM,Shopping
POS SALE SUSHI 836,Coffee/Dining
CARD PURCHASE WHOLE FOODS LOC:EAST1661,Groceries
TRANSFER 836,Transfer/Income
TRANSFER T:071098,Transfer/Income
TRANSFER ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE CAFE T:071098,Coffee/Dining
VISA POS CAFE T:071098,Coffee/Dining
CARD PURCHASE RETAIL,Shopping
DEBIT PURCHASE STARBUCKS,Coffee/Dining
EFT SUSHI,Coffee/Dining
EFT TOLL,Transport
EFT TARGET,Shopping
DEBIT PURCHASE GAS STATION ID:GEWT57297732507583,Fuel/Gas
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
VISA POS WHOLE FOODS LOC:EAST1661,Groceries
DEBIT PURCHASE PIZZA ID:GEWT57297732507583,Coffee/Dining
POS SALE RESTAURANT T:071098,Coffee/Dining
VISA POS RALPHS T:071098,Groceries
EFT STARBUCKS,Coffee/Dining
VISA POS WHOLE FOODS LOC:EAST1661,Groceries
CARD PURCHASE EXXON,Fuel/Gas
DEBIT PURCHASE EXXON,Fuel/Gas
POS SALE TRADER JOES,Groceries
VENMO CASH IN,Transfer/Income
VISA POS TARGET,Shopping
TRANSFER 836,Transfer/Income
PAYROLL,Transfer/Income
VISA POS GROCERY 836,Groceries
CARD PURCHASE CHEVRON,Fuel/Gas
DEBIT PURCHASE TRADER JOES LOC:EAST1661,Groceries
EFT PHARMACY,Health/Fitness
DEBIT PURCHASE GROCERY,Groceries
CARD PURCHASE LYFT ID:GEWT57297732507583,Transport
VISA POS MARKET,Groceries
EFT AMAZON.COM ID:GEWT57297732507583,Shopping
EFT TARGET,Shopping
POS SALE TRADER JOES LOC:EAST1661,Groceries
DEBIT PURCHASE RETAIL,Shopping
VISA POS RALPHS,Groceries
PAYROLL T:071098,Transfer/Income
VISA POS MCDONALDS,Coffee/Dining
COMCAST,Utilities
VISA POS WHOLE FOODS,Groceries
EFT WHOLE FOODS,Groceries
VISA POS DOCTOR,Health/Fitness
POS SALE GROCERY,Groceries
DEBIT PURCHASE RALPHS,Groceries
TRANSFER 836,Transfer/Income
DEBIT PURCHASE WHOLE FOODS,Groceries
POS SALE TRADER JOES,Groceries
WATER SERVICE,Utilities
VISA POS CAFE ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE APPLE STORE ID:GEWT57297732507583,Shopping
CABLE,Utilities
CARD PURCHASE PIZZA T:071098,Coffee/Dining
CARD PURCHASE TARGET 836,Shopping
VENMO CASH IN,Transfer/Income
POS SALE RETAIL T:071098,Shopping
POS SALE RALPHS LOC:EAST1661,Groceries
VENMO CASH IN,Transfer/Income
CARD PURCHASE CHEVRON 836,Fuel/Gas
DEBIT PURCHASE METRO RAIL,Transport
DEBIT PURCHASE WHOLE FOODS ID:GEWT57297732507583,Groceries
POS SALE PUMP,Fuel/Gas
PAYROLL,Transfer/Income
CARD PURCHASE EXXON 836,Fuel/Gas
PAYROLL,Transfer/Income
DEBIT PURCHASE BEST BUY,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
DEBIT PURCHASE RETAIL LOC:EAST1661,Shopping
CARD PURCHASE PIZZA,Coffee/Dining
EFT TOLL,Transport
POS SALE TARGET,Shopping
TRANSFER ID:GEWT57297732507583,Transfer/Income
VENMO CASH IN,Transfer/Income
CARD PURCHASE SUSHI 836,Coffee/Dining
TRANSFER ID:GEWT57297732507583,Transfer/Income
POS SALE PIZZA T:071098,Coffee/Dining
CARD PURCHASE AMAZON.COM,Shopping
TRANSFER LOC:EAST1661,Transfer/Income
EFT TARGET,Shopping
DEBIT PURCHASE GROCERY,Groceries
CARD PURCHASE TRADER JOES,Groceries
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE CHEVRON,Fuel/Gas
SALARY,Transfer/Income
EFT METRO RAIL LOC:EAST1661,Transport
ELEC BILL,Utilities
POS SALE AMAZON.COM,Shopping
EFT PUMP 836,Fuel/Gas
POS SALE CAFE,Coffee/Dining
VISA POS STARBUCKS 836,Coffee/Dining
WATER SERVICE 836,Utilities
POS SALE TARGET,Shopping
POS SALE EXXON,Fuel/Gas
POS SALE PUMP,Fuel/Gas
CARD PURCHASE GAS STATION LOC:EAST1661,Fuel/Gas
EFT MARKET ID:GEWT57297732507583,Groceries
TRANSFER,Transfer/Income
CARD PURCHASE PHARMACY,Health/Fitness
